time,temperature,vibration,pressure,rpm,failure
81,76.77951157491135,0.7003397109896374,30.280719739696092,1401.5465949518032,0
82,82.37750213030344,0.4778202803553103,26.065860592825697,1499.4045290787271,1
83,72.38876885821445,0.5794087166549472,27.765627076585996,1578.4002779310747,0
84,70.92774799652445,0.6098792800642383,29.628308495614505,1481.1738664913694,0
85,72.44953883433966,0.6299906541998855,30.61999796633111,1619.3112945851028,0
86,79.52145941853388,0.571939296360179,29.886823022200208,1602.1515392781864,1
87,76.57235144247619,0.5111470819344642,32.437941579587324,1591.8914854658328,0
88,72.2619705668529,0.45859240719330474,26.09779627192275,1454.0343227727003,0
89,77.457320199607,0.5434214391997899,30.28717587301032,1392.0157552218514,0
90,75.35462590113117,0.4210101004134128,26.36404154922569,1438.6412394637205,0
91,79.68877059706672,0.22947454688113889,31.519424590968338,1519.6240940666721,1
92,71.30964951137547,0.5586271608267522,29.811082571115996,1554.5786713532354,0
93,73.15404568240572,0.5987096165952777,30.839219944048235,1282.8428595239552,0
94,72.80234020569718,0.265358601716477,28.272234078820468,1499.188679838825,0
95,67.41392569777648,0.39401265236997246,32.558929863315505,1515.8089225323185,0
96,76.17882875374951,0.5502405974150038,32.0834493281177,1472.2455743684447,0
97,75.96835143101045,0.687427137589975,31.167088606023775,1629.1273839015878,0
98,74.65162488715315,0.4771297370383611,29.740965506273117,1542.1780074250871,0
99,73.41425410953332,0.39565056704843693,31.159714570590264,1631.0191908080897,0
100,67.46963342387633,0.4435967633144189,28.5862148640253,1478.4039479649769,0
101,72.40073934378634,0.5928519401084624,31.711111318041425,1593.7477492506926,0
102,72.74607067213306,0.38429536168218026,33.298961788647844,1663.5066394527519,0
103,70.40215040797177,0.3625568419843072,32.141221119958374,1631.1693449272661,0
104,73.55923633920754,0.38784986307611197,28.540795060385182,1390.7858406571268,0
105,76.33630111731706,0.3345104936362048,30.722834634546206,1474.6323922457618,0
106,83.69563191381702,0.43590746984019724,27.413716912482705,1465.4835294550203,1
107,75.08454122234242,0.5799902039681947,31.14478062235135,1548.9254535076327,0
108,75.44466925750723,0.4438038386526324,30.901206825725076,1568.6353555014532,0
109,73.72829015927603,0.3803324431194577,26.26036732093567,1416.1107325974262,0
110,64.44862594260275,0.37056346339077667,27.676432312175272,1506.7838513916938,0
111,73.85025798393434,0.2377136909486356,29.433722206512467,1298.0072667843863,0
112,74.22273067512722,0.47674966153205955,29.398280505718347,1644.194500580189,0
113,86.17497387252706,0.37518482165600975,27.581046129162388,1448.7625759323307,1
114,72.832598716999,0.3595804304523937,30.777957458704368,1505.5863939844496,0
115,75.23626277255165,0.6917350148811158,30.502947217881022,1469.035028601194,0
116,73.48759837162504,0.3972371229181185,29.611461736042962,1614.6027575013416,0
117,67.74893377724797,0.2872676631536868,28.488416999683274,1216.249355860262,0
118,79.23616790142599,0.3150487673975264,32.097414252833126,1498.338965767409,1
119,77.21004008121855,0.4679249704549775,33.31081422617659,1489.4181242502302,0
120,77.33247563797099,0.3599665419921908,29.032877032306924,1454.6363612408318,0
121,68.7559687324223,0.2005389672705895,28.77566616569036,1672.6226545635632,0
122,80.24114654635235,0.4321898325292548,30.982415330823994,1411.267054114423,1
123,66.14089783601806,0.2695301692332185,29.283941240506028,1577.179617723566,0
124,76.00615675802992,0.5199338166459163,29.72120559867353,1535.6252788706083,0
125,83.94463884956967,0.4370542851236968,31.47930630344934,1626.1519252535516,1
126,67.95897162196697,0.2809526559514073,26.181287824985414,1433.2810915222494,0
127,69.99829250422965,0.4506155142278312,32.63660464970534,1426.703110087624,0
128,73.24503400757384,0.32632565018704673,30.145361048658682,1609.60699074774,0
129,70.14529626719711,0.4020441801623309,29.177013710875638,1542.532130833011,0
130,64.82418970377665,0.3626703814752952,29.8215316915571,1345.5062653323241,0
131,72.83412308608933,0.22719814989463114,29.924858710041036,1446.069498553673,0
132,67.09259450631272,0.24532460199035058,26.53759739311015,1538.6382653848061,0
133,74.68391847782763,0.41073288435655786,32.98987645490647,1583.776422154659,0
134,67.62975205154034,0.2725300927595914,30.082651264541237,1432.0769346807044,0
135,79.88657142625685,0.26412913014278094,30.88600426089475,1208.574401018306,1
136,68.1298043866789,0.20768527783077356,31.903099541148087,1552.3223185737033,0
137,70.34411631346389,0.34447965078207077,27.957675084879398,1377.9679310056024,0
138,75.92958128397363,0.5075142911976216,30.946943798070457,1298.2661201877588,0
139,65.61450014433593,0.19387136267593222,29.464717818202413,1216.767407501586,0
140,72.81224042380018,0.30263096224769015,31.693541550432986,1581.3980860197742,0
141,78.1161035924974,0.4412374040287227,25.74554515929701,1512.8617450404965,1
142,63.44779058372802,0.2920797258639307,29.80181139951746,1477.434361928775,0
143,72.31259892174447,0.34553171402728733,28.794358688432077,1638.9024362962762,0
144,72.59251071954768,0.19452772541814387,30.864525901268312,1563.7324683023073,0
145,75.10536100495646,0.3442916812007343,30.940088374736405,1661.6300042721916,0
146,64.91416450673518,0.2836610167221605,28.584748210355947,1360.7264527833004,0
147,64.39886685818747,0.4020824770431197,28.57565227164791,1496.5449376046035,0
148,73.51268916755565,0.42360041947260657,29.77866926288534,1338.3286625051985,0
149,72.2893749410032,0.5653873154901047,28.206715545369583,1477.0617668144532,0
150,71.95806429202871,0.3661784623887299,31.683967390904254,1475.1384146233322,0
151,72.33870732263803,0.34279204505775507,29.261585599105107,1562.6613637263072,0
152,67.10696632369056,0.33185896746091215,24.186023561356716,1504.5563881141898,0
153,71.56877924460638,0.2795204342533847,29.250355886756388,1562.3407138279915,0
154,71.77313095364298,0.3513076916589911,27.922912358312054,1570.3440133138895,0
155,66.63614622203461,0.2907442142899511,26.73744836907811,1715.492867738314,0
156,79.43682743435426,0.34015516648293076,27.525146723554855,1468.4703344713876,1
157,72.37712786914136,0.45828984104830117,30.21881694366594,1405.8977299333621,0
158,63.95145097932149,0.22928957609227532,32.657281656496465,1524.6083615316409,0
159,73.09077852064297,0.44753436766812427,30.62636894772996,1419.7719972860457,0
160,64.8347209317255,0.4690456284204706,28.78699322356852,1648.1960768436536,0
161,73.54378785135793,0.3294956022488803,30.911808390341406,1471.6781961054767,0
162,75.30173492631148,0.13326161258794306,29.081819379562017,1443.4423632126009,0
163,65.30593412878235,0.28898126086193776,28.610799261673712,1452.8684278848882,0
164,74.12705130986546,0.4839461853435738,27.69127466353403,1571.8417423471642,0
165,71.27517616396625,0.35660512865603344,26.49634238649656,1484.2253016768516,0
166,73.22298867576815,0.263763688077152,29.22015258688111,1435.8333179869617,0
167,78.49842404859639,0.31816983279146127,30.316106979840264,1666.5351917623532,1
168,67.68968401804875,0.45780867507599093,29.806752659970222,1414.383015933825,0
169,65.05054257472807,0.4336596452434648,29.168066144105282,1503.5566074032993,0
170,64.27472234173823,0.36046714173416883,28.10850787860644,1565.230615161023,0
171,64.54682522355719,0.35318045029900375,31.216492383369935,1336.8664889582926,0
172,68.14449989085165,0.35631197963988764,27.36573616010683,1548.0260501405926,0
173,70.14048807856837,0.3089877930790592,31.55205582768695,1394.489232451955,0
174,69.72352805554642,0.5686171330641927,27.99556596214655,1582.2782780834002,0
175,72.38200010673201,0.38080150515385053,28.49512952529393,1403.7348988081023,0
176,68.21780466666715,0.5408000125550195,27.066429618768645,1569.2769031848861,0
177,75.32791579607793,0.5773562722261979,28.997195706228727,1610.5833066294713,0
178,66.64518732308814,0.5312793394208766,31.95062491695596,1586.1436525632805,0
179,81.47835598553019,0.39458596246556427,31.03125617688791,1525.1316648238103,1
180,70.91573452235076,0.48448990939387576,31.95684422405607,1476.86990570703,0
181,63.4123826437736,0.4481283329278249,31.04428509186787,1442.3580423665155,0
182,62.25540127901772,0.3666636423980541,27.79266034293926,1647.1034690817105,0
183,69.9348752116317,0.49600342731774116,29.338421551344886,1430.0504779832356,0
184,66.31883953659214,0.35223766751255864,28.439601741765074,1396.2933926430003,0
185,70.92082176591799,0.5955169058341105,32.66114980807808,1566.536893503283,0
186,69.63273288752129,0.4369203897066614,27.606422707147377,1420.3863196813504,0
187,66.81921901621378,0.5101497000744734,31.78739537877822,1404.9936502533874,0
188,62.867340421014255,0.5250252092955419,31.78590774021754,1355.6395737830235,0
189,59.446177757531856,0.47747228272646225,33.65924040343217,1451.7090160539483,0
190,64.7081357849513,0.568694782123962,29.180626814741004,1491.7284976103506,0
191,71.1442248562209,0.4691865198895991,31.424644319160326,1524.3091727660699,0
192,67.85547501038148,0.6104395707158231,34.563303673077684,1595.1306244299483,0
193,60.48037375591554,0.39531893093841375,28.764716646132605,1552.6897923665795,0
194,67.5003499675381,0.5491286769896281,26.92991950493528,1480.912778044682,0
195,68.48775610272432,0.7369168975233916,26.239979932184472,1480.1804323620281,0
196,62.069981375340305,0.44947634372395784,31.425424057722662,1551.0157468915183,0
197,67.1873976841078,0.4881654522632673,26.23369958388283,1627.2570162928569,0
198,66.6407517880335,0.613699057668567,29.255361894124153,1512.63141994832,0
199,60.56725281612551,0.5865655492795233,30.87462637407792,1453.086914578959,0
200,68.00492432520177,0.6098932560415999,30.37035107365983,1400.7133998914455,0
201,68.95530692802106,0.629888697138086,30.850889728368344,1355.4794735587775,0
202,71.50357667974312,0.6504919106694832,30.44457971160171,1566.6269672043522,0
203,71.29583151138753,0.7039428480247748,32.55773162662679,1557.7978523639558,0
204,59.07856441729834,0.6398045359205728,28.095367238522407,1557.7363525106662,0
205,61.21948924510234,0.5804369183640816,28.646009723082937,1487.1340553647944,0
206,68.42713046798644,0.6774438975416961,28.454681109458352,1640.6934745891751,0
207,68.36588273681006,0.8056761463671616,31.66038362372522,1451.5881505415182,1
208,68.31887142685237,0.6077974734273476,31.800797176790127,1595.5269237207206,0
209,84.9556729517199,0.5288463131874579,30.902450638637017,1496.1257105010457,1
210,68.4965736913979,0.7421053866724551,32.36698733377985,1439.1649235320663,0
211,71.27179807176137,0.6243112959334384,27.643918265247237,1559.253030731776,0
212,70.31758977455607,0.4238830649926007,33.33444822310227,1540.9636118683993,0
213,68.7599292081031,0.7305359757402173,33.04647724342452,1535.6972759266926,0
214,63.88381747371625,0.5967427997397333,31.471243994491495,1508.1278422056198,0
215,69.21401641871907,0.6455371429652805,33.56359781754212,1496.2106918283168,0
216,61.51588313369621,0.6919316058267322,26.686753584644453,1738.8371992870439,0
217,64.15860299753375,0.68175028801547,28.951103727474695,1618.4256645196174,0
218,62.88042797642894,0.7374314876239212,28.529393078636094,1572.2826894985512,0
219,65.6830431359913,0.6265386870687286,31.442958647514686,1511.179915820339,0
220,76.81528246391997,0.7248099537413695,27.89971852079571,1600.7157200596669,0
221,55.87588399979491,0.650763996730349,31.51499029867497,1551.7994776391452,0
222,68.61564629900599,0.7536226672510757,32.741072287993426,1502.6204752774036,0
223,57.09482757321821,0.7441016278182861,31.390405800167997,1469.6435674734084,0
224,62.774745754926954,0.5916414383828573,30.567502047323003,1491.9082662337312,0
225,70.55710239651134,0.796198206972451,28.0242533181985,1182.9574264121943,0
226,65.41364883001974,0.6362099124715869,28.30629806774927,1521.0600839297642,0
227,59.68538720283418,0.7726074221247273,32.499237810593335,1451.152391988964,0
228,61.48142519400451,0.7303126657464314,31.558698007810666,1659.2669998282884,0
229,68.44174188941204,0.8789695208503475,29.921960961244913,1501.9344070811753,1
230,61.37971182324699,0.6741549591600895,29.164180908468218,1381.1036580465038,0
231,66.10361708259865,0.6627019671635803,25.948384253777245,1495.0119845871882,0
232,65.24095389102861,0.6966042029558174,27.858295162631123,1395.3878914937495,0
233,61.74885820593342,0.6689201156077743,33.82283817427945,1547.3407415712466,0
234,75.7223428324902,0.779702859269126,27.439088857995067,1529.0947364339486,0
235,68.16997882376955,0.5383263054391855,30.37895964244216,1595.7839631108268,0
236,54.87443188506184,0.5946156672956904,32.014887946390395,1420.9118208305435,0
237,65.93417737377621,0.5930079762100351,27.490154663995416,1503.4008096228147,0
238,61.696733628705985,0.7944014203116747,30.369420949562166,1363.4978204573365,0
239,69.27359044617664,0.869792888672704,31.87583107502131,1570.1494781924714,1
240,61.0565732636573,0.6874267274709293,30.024998643814502,1551.8871180440121,0
241,64.45524019491914,0.6799097378841132,35.736806111333536,1549.580502102757,0
242,67.56559260834771,0.7024987499601985,26.66280148224361,1500.161903135694,0
243,69.38314966687877,0.8101657924298363,32.11745705976776,1541.477289078879,1
244,59.068587327912766,0.5995115661568615,29.654396525207073,1660.4339108308595,0
245,63.41523075767359,0.7141391073900787,31.54384030967335,1471.4905742957985,0
246,62.73264279448952,0.7856658743141975,30.88261430339849,1513.8645183710084,0
247,61.8623125878674,0.7358903986703548,28.533687605780006,1391.387370081859,0
248,73.97976770413644,0.7021676094762481,30.45799278491868,1413.1739038401668,0
249,67.20288174629712,0.7805389760079728,26.284197097203425,1509.7813293093307,0
250,58.90095885500908,0.40713559231901514,31.206495001142788,1610.3933546701908,0
251,69.82401158177206,0.7420736502276486,30.59631693198105,1474.3719175748427,0
252,75.87671210710013,0.6055122133049137,31.277320337286206,1476.4083470687876,0
253,70.46138026476258,0.48430026199033305,32.1162366501743,1459.3114755495626,0
254,57.73720728794345,0.7147416394027718,30.735239680419422,1446.5243329155676,0
255,62.949756224030075,0.7970632770409939,30.296178839596553,1529.4971455708821,0
256,71.74420337258678,0.6418511889849378,28.237863326677417,1350.2742354821355,0
257,61.91185741659754,0.7466092446088535,28.5755584727019,1628.0939576666728,0
258,67.71167886089937,0.8081072453736872,32.37346924035466,1433.457770187054,1
259,69.40993187000552,0.7737653103748992,32.87267081141196,1572.1903485438143,0
260,60.948074363508816,0.8015066959597517,29.523779127375892,1373.0001402606124,1
261,65.33283191004588,0.7068065951236259,30.092005494506548,1566.8840130546218,0
262,49.473601717229265,0.6350735000456834,28.190771250012467,1567.1944607814498,0
263,60.60920790515584,0.462128158073509,32.34551369053489,1538.4202072005896,0
264,64.52122053375211,0.5923771897653575,31.330833647383557,1400.5571478200209,0
265,59.59974687905624,0.5271875087983267,33.8824348729275,1524.9548189598077,0
266,74.05698528610195,0.8230112788940857,28.243353845640524,1381.694381526561,1
267,58.80212982796374,0.5826155900483433,29.243984201963567,1474.7236744903814,0
268,63.812141046956555,0.6067004884578857,30.462891845051146,1602.9413100955326,0
269,66.72718813098655,0.6435995249055514,31.29297907545154,1579.6701927070742,0
270,73.34254400755064,0.5867839416855967,29.568664724904735,1501.5182942540432,0
271,59.021104601444996,0.7458099374321543,28.2540778190926,1402.5193424077158,0
272,72.08199169643574,0.507836258258152,31.762815057847142,1564.5587712174192,0
273,66.38458930011966,0.5832804179935946,31.442270725091163,1501.9381237698026,0
274,61.494598380657706,0.4832201877567167,28.16745179887255,1267.9684401769578,0
275,68.7828157434644,0.41904872247723296,32.71088560221099,1578.2629826316518,0
276,67.53916461988172,0.483401073729521,32.34039741839321,1497.5767166130308,0
277,63.615731933548744,0.5343517858299744,30.268592994495584,1620.2451247983072,0
278,67.0401301499849,0.4885604458622875,30.159195724752074,1390.4729481157196,0
279,64.84017865441028,0.4556487867140267,31.108115542231815,1182.3296186804,0
280,67.41125353689463,0.37763170074376645,28.276593859487484,1527.9083858345184,0
281,70.2325028463548,0.5033051614174916,30.060062958328164,1529.1563676681972,0
282,74.93134743675654,0.35448304768757133,25.69523291078164,1330.9328372393547,0
283,60.89279919885072,0.5742945427296051,31.752911291005873,1402.1500454133393,0
284,77.8288241136365,0.499868683918751,26.87701355511628,1775.5217743719902,0
285,57.486133289399305,0.33921462596114504,33.006839656858,1469.4389385846196,0
286,66.57166319286387,0.4474106341877187,29.3397598120671,1573.0958976376216,0
287,70.35725881043574,0.39650174115409464,29.576666036137645,1434.9340172631616,0
288,68.90674992309066,0.4970520947973221,28.744532187830988,1290.9697101146844,0
289,64.47541004217237,0.5926356860978479,29.423922252155847,1482.9741753204094,0
290,66.63637785114484,0.2645753984093623,32.83706269029607,1473.4395439713894,0
291,65.30099506467869,0.4571504826325532,25.02438268692984,1460.012176133163,0
292,64.90908015861196,0.42325021016376035,32.55393077217637,1488.5359164493607,0
293,72.19467624363342,0.5000805911311246,30.676046962203415,1526.4268271645637,0
294,69.82332630986797,0.44802383697338327,27.585956704285568,1484.9883048746194,0
295,64.66606869954555,0.34534626390532563,27.849375213901524,1373.5993832052636,0
296,72.72173157722604,0.3825651036044522,33.352786054416406,1548.6184791561939,0
297,69.85405581209052,0.32889023556458685,28.108986240114536,1305.0628244677578,0
298,72.47636776383463,0.5102175244077083,27.69329897880808,1294.9642542715799,0
299,71.6553354971501,0.3989801582433157,32.27462908472946,1573.9180494701568,0
300,64.45794745439501,0.5813148463974267,30.67710575257183,1550.7020272135358,0
301,65.89830734186282,0.37959736327343074,28.124148846927202,1494.2604634925965,0
302,72.53249089994551,0.30941746365107897,30.433249950809238,1360.4551495244928,0
303,71.94516610777553,0.22361443096014086,27.948494632719445,1429.2089059325924,0
304,68.88654137639861,0.1895385242027106,32.20164279684521,1473.7253252313496,0
305,69.67582439518343,0.2064501140878852,32.12274192974627,1340.4106031425886,0
306,75.57601440286635,0.38673772758243985,31.064012397643886,1426.0971341976767,0
307,66.32866033822955,0.40621443220531595,30.723322122494032,1565.233033817668,0
308,72.12111693031744,0.19270044338719333,33.52237624973475,1642.7305364289216,0
309,68.47402524415504,0.43596666945489504,29.99937265477645,1458.056524734145,0
310,68.49614696977642,0.2939706383870112,27.636251749158397,1575.6488354316098,0
311,75.1781678987029,0.3529451820986266,30.898947825664614,1308.5939929412532,0
312,73.91122231889649,0.49565676900841166,34.17209409907423,1565.945124111361,0
313,73.9516320300413,0.42047140745695916,27.970481013628294,1419.605158527252,0
314,76.51146752680596,0.30047517727500783,29.277074466612028,1530.7345616707971,0
315,70.18908871058555,0.23494162546413722,30.832892076202906,1475.2247581760291,0
316,73.59379674360396,0.10580738365940531,29.89219030198852,1632.0414009783835,0
317,68.73258687856811,0.24620055043445463,28.03539283924537,1412.5564351660082,0
318,72.0045276339048,0.29433189179466923,32.24371571246094,1562.760629756183,0
319,69.83260233631866,0.21426103849941971,34.64008144403452,1472.0492536703466,0
320,71.06772584921606,0.2975951519231479,30.392262918047816,1484.1694521990337,0
321,73.65772647689255,0.3163581850418392,28.191863420527998,1481.614610684079,0
322,66.6897604915487,0.28435211255479065,26.90207894989305,1415.4326895505887,0
323,81.34141050899972,0.2402167715368104,30.51595196244236,1498.5901034093329,1
324,65.94764566800421,0.3206782211833745,32.20775468663251,1493.7351777878177,0
325,65.00465687650042,0.34682050895696603,30.950335492990764,1524.124024840673,0
326,76.96359144724073,0.19261950991500565,29.995192318162292,1508.4505145692863,0
327,75.2283184896648,0.4420059873133515,28.821456696421386,1579.7994549612235,0
328,74.48706406014584,0.29052845536455396,27.81567273456382,1592.3508616047368,0
329,74.60410590847076,0.30196852152997755,31.669502652649765,1394.9376678172198,0
330,71.49647295333233,0.370823401015515,31.82754324277117,1586.8772500590771,0
331,67.1661403535974,0.323464170741308,26.908540426618533,1381.3663572890146,0
332,72.1254794526023,0.3958188631955495,33.17967795636137,1558.7855888137735,0
333,68.45399399530137,0.3298018988793846,31.148142441788004,1561.9738784702868,0
334,76.80801121468815,0.24065101867311606,32.79918929029159,1308.8683108337495,0
335,71.2889626955723,0.33907047899290993,27.31574450302977,1509.297924652941,0
336,67.98779100175243,0.18979183343767034,27.268351689169123,1453.1503886639684,0
337,70.59852907749104,0.3164823273488044,29.702061380465405,1424.1234742064626,0
338,74.35941470326658,0.3039812110262726,31.00556885379039,1635.0852330699006,0
339,69.56451594162462,0.2883844642923282,33.59272164585393,1434.6320859362581,0
340,68.35946477786088,0.2984463234530099,31.412157827630264,1419.362307088195,0
341,73.77544266943931,0.12542874179538765,29.514637446375932,1507.5694940005094,0
342,73.86725655525827,0.2612618040929687,27.947261584668215,1568.5589746298417,0
343,70.19206797634587,0.3281437098154909,32.4600011454383,1485.8351413989874,0
344,70.45486180141211,0.3377710326339066,28.07058914849857,1616.6370545669251,0
345,74.05244850872917,0.22214205096971845,33.256937109544644,1553.0975661964092,0
346,65.73276576592502,0.4547990476918885,29.43123070078698,1282.178868026857,0
347,66.01566801765212,0.2451203171406206,33.1811641452357,1447.053303649299,0
348,69.53934404534611,0.4323800010589319,31.357862580118557,1443.81579006483,0
349,72.14165507081543,0.3820330301064937,29.726009021115082,1547.9360953429423,0
350,74.83947082158396,0.27874869976830163,28.96120725634775,1237.518294362589,0
351,80.73644231316207,0.5251343724771445,29.31818424530784,1754.9009708717722,1
352,77.72134375954829,0.23264076651127816,30.856633384750474,1553.102609489421,0
353,72.70536423636086,0.4484854577936915,30.154312992435433,1514.8876803917692,0
354,73.48058511328334,0.46135321484887337,28.81237718386259,1618.1567716419147,0
355,68.63219837744033,0.29911200716476627,29.668737179364737,1734.3654052812626,0
356,73.62000067901705,0.5104482848634888,30.157154059438298,1587.0746644588403,0
357,72.33550934568457,0.35136792609269807,25.742531811170377,1594.881309647162,0
358,75.45712005264923,0.4105501142604363,30.916336229577396,1513.0690024464382,0
359,69.77055988421664,0.4131525626489714,28.040557550566387,1485.8474246633052,0
360,76.56507189045163,0.3792545422528582,27.69333519358851,1452.42045559951,0
361,81.69207131870895,0.4794505087299911,26.62531130577858,1417.3888008285458,1
362,73.54300214887158,0.4835157306041339,26.41221500426422,1431.2985900300503,0
363,76.15215297244387,0.23521730976926158,27.28910499377542,1364.9444035657016,0
364,77.64944840880047,0.5465080923321848,28.581958084739018,1492.4128549314976,0
365,72.24608074371365,0.25592167259356274,33.90651827505314,1331.5332422773613,0
366,75.42439934854659,0.5316087639868,28.94824064820959,1519.091652414371,0
367,74.41693126236443,0.5472875285273605,30.355500212536064,1496.3669391957658,0
368,74.89064054050932,0.33185588414993883,30.800962773012657,1514.6935298386688,0
369,70.58374107247447,0.40627221293138127,30.2621303724317,1447.7868429980008,0
